,ID,SITECODE,REGION,MIN_LOAD,MAX_LOAD,TOTAL_LOAD
2840,2841,Residential - High-Rise Apt Suites (Elec Heat),LM,0.017,2.985,3662.0813
2843,2844,Residential - Single/Duplex (Elec Heat),VI,0.309,11.813,46794.855
2847,2848,Residential - Single/Duplex (Elec Heat),SI,0.0,12.536,68348.88
2848,2849,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.076,1.844,4433.631
2863,2864,Residential - High-Rise Apt Suites (Elec Heat),VI,0.06,4.556,7364.167
2869,2870,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.035,6.287,8028.295
2872,2873,Residential - Single/Duplex (Elec Heat),VI,0.137,9.512,27532.53
2881,2882,Residential - High-Rise Apt Suites (Elec Heat),N,0.022,0.516,2656.561
2885,2886,Residential - Single/Duplex (Elec Heat),VI,0.0,10.806,30719.916
2887,2888,Residential - High-Rise Apt Suites (Elec Heat),LM,0.017,3.663,3209.7537
2888,2889,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,3.727,7630.2563
2889,2890,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,3.835,6660.2363
2890,2891,Residential - Low-Rise Apt Suites (Elec Heat),VI,0.0,2.856,4823.217
2893,2894,Residential - Single/Duplex (Elec Heat),LM,0.492,11.479,49879.17
2895,2896,Residential - Low-Rise Apt Suites (Elec Heat),VI,0.0,3.634,10948.954
2896,2897,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,2.139,5894.232
2900,2901,Residential - Single/Duplex (Elec Heat),VI,0.0,9.917,17608.615
2901,2902,Residential - High-Rise Apt Suites (Elec Heat),SI,0.0,4.868,6139.0317
2903,2904,Residential - Row Houses Units (Elec Heat),VI,0.007,5.862,13211.4
2905,2906,Residential - Single/Duplex (Elec Heat),LM,0.0,6.704,14459.681
2907,2908,Residential - Row Houses Units (Elec Heat),LM,0.0,4.989,10942.843
2910,2911,Residential - Single/Duplex (Elec Heat),LM,0.0,11.422,48766.34
2915,2916,Residential - Single/Duplex (Elec Heat),VI,0.0,9.824,25575.828
2920,2921,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.039,2.03,5801.645
2921,2922,Residential - Single/Duplex (Elec Heat),VI,0.0,8.64,18467.396
2924,2925,Residential - Single/Duplex (Elec Heat),VI,0.0,11.314,30797.48
2925,2926,Residential - Single/Duplex (Elec Heat),VI,0.0,9.818,34191.027
2931,2932,Residential - Low-Rise Apt Suites (Elec Heat),VI,0.0,4.603,8932.2705
2936,2937,Residential - High-Rise Apt Suites (Elec Heat),LM,0.108,4.404,8271.549
2939,2940,Residential - Single/Duplex (Elec Heat),LM,0.0,7.042,30369.078
2940,2941,Residential - High-Rise Apt Suites (Elec Heat),LM,0.068,5.326,6650.2935
2941,2942,Residential - Single/Duplex (Elec Heat),VI,0.0,12.527,49052.47
2942,2943,Residential - Single/Duplex (Elec Heat),VI,0.091,8.227,38289.656
2945,2946,Residential - Single/Duplex (Elec Heat),VI,0.063,7.801,28077.445
2948,2949,Residential - Single/Duplex (Elec Heat),VI,0.0,9.448,35515.484
2952,2953,Residential - Row Houses Units (Elec Heat),LM,0.111,7.988,17735.922
2956,2957,Residential - Low-Rise Apt Suites (Elec Heat),VI,0.0,5.314,11188.294
2958,2959,Residential - Row Houses Units (Elec Heat),VI,0.0,10.206,31768.049
2960,2961,Residential - Single/Duplex (Elec Heat),VI,0.0,12.051,28840.73
2963,2964,Residential - Row Houses Units (Elec Heat),VI,0.0,12.12,30863.215
2965,2966,Residential - Row Houses Units (Elec Heat),N,0.0,5.881,9440.8125
2966,2967,Residential - Single/Duplex (Elec Heat),LM,0.0,7.474,16656.121
2968,2969,Residential - Row Houses Units (Elec Heat),VI,0.148,7.653,13356.612
2973,2974,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.038,9.441,24202.188
2974,2975,Residential - Single/Duplex (Elec Heat),VI,0.0,9.032,29829.93
2976,2977,Residential - Single/Duplex (Elec Heat),VI,0.0,10.28,27608.535
2979,2980,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.033,2.925,3608.9087
2981,2982,Residential - Single/Duplex (Elec Heat),VI,0.407,11.456,44067.094
2983,2984,Residential - Row Houses Units (Elec Heat),LM,0.0,8.284,29534.896
2984,2985,Residential - Single/Duplex (Elec Heat),N,0.012,5.692,14055.857
2985,2986,Residential - Single/Duplex (Elec Heat),VI,0.0,7.986,21728.635
2989,2990,Residential - Low-Rise Apt Suites (Elec Heat),N,0.0,5.504,15717.711
2990,2991,Residential - Row Houses Units (Elec Heat),LM,0.0,6.047,15533.702
2992,2993,Residential - Row Houses Units (Elec Heat),LM,0.08,9.208,23082.518
2999,3000,Residential - Low-Rise Apt Suites (Elec Heat),SI,0.0,2.195,6135.5317
3002,3003,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,6.07,14593.836
3006,3007,Residential - Single/Duplex (Elec Heat),VI,0.0,8.121,22154.234
3008,3009,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.064,6.061,11009.518
3009,3010,Residential - Single/Duplex (Elec Heat),VI,0.0,9.07,21224.459
3012,3013,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,6.947,11699.184
3014,3015,Residential - Single/Duplex (Elec Heat),LM,0.0,12.816,31955.232
3015,3016,Residential - Single/Duplex (Elec Heat),VI,0.079,8.548,31279.059
3018,3019,Residential - Single/Duplex (Elec Heat),LM,0.0,13.895,63216.98
3020,3021,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,4.727,9635.823
3021,3022,Residential - Single/Duplex (Elec Heat),VI,0.117,11.827,29789.004
3024,3025,Residential - High-Rise Apt Suites (Elec Heat),SI,0.098,6.575,19627.545
3028,3029,Residential - Row Houses Units (Elec Heat),VI,0.0,11.249,31664.875
3029,3030,Residential - Single/Duplex (Elec Heat),VI,0.0,13.551,47147.293
3030,3031,Residential - Single/Duplex (Elec Heat),LM,0.238,8.09,22716.354
3035,3036,Residential - High-Rise Apt Suites (Elec Heat),LM,0.07,2.943,4940.966
3036,3037,Residential - Low-Rise Apt Suites (Elec Heat),VI,0.041,6.311,11855.525
3038,3039,Residential - High-Rise Apt Suites (Elec Heat),LM,0.081,3.685,8961.05
3039,3040,Residential - Single/Duplex (Elec Heat),LM,0.0,5.347,10610.942
3042,3043,Residential - Single/Duplex (Elec Heat),SI,0.0,6.449,28172.086
3045,3046,Residential - Row Houses Units (Elec Heat),VI,0.0,2.589,6205.3286
3046,3047,Residential - Low-Rise Apt Suites (Elec Heat),SI,0.0,6.633,13801.01
3048,3049,Residential - Single/Duplex (Elec Heat),LM,0.0,10.459,35628.664
3049,3050,Residential - Row Houses Units (Elec Heat),VI,0.0,8.221,14676.294
3050,3051,Residential - Single/Duplex (Elec Heat),VI,0.078,11.633,25159.354
3052,3053,Residential - Single/Duplex (Elec Heat),LM,0.0,5.934,19755.086
3053,3054,Residential - Row Houses Units (Elec Heat),LM,0.235,9.701,30392.768
3056,3057,Residential - Single/Duplex (Elec Heat),VI,0.138,6.608,18734.393
3057,3058,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.024,4.92,3091.1812
3060,3061,Residential - High-Rise Apt Suites (Elec Heat),LM,0.022,3.689,6022.5366
3062,3063,Residential - Row Houses Units (Elec Heat),VI,0.0,6.242,21405.588
3064,3065,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.06,5.406,12207.665
3066,3067,Residential - Single/Duplex (Elec Heat),VI,0.036,8.966,21628.781
3068,3069,Residential - Row Houses Units (Elec Heat),LM,0.096,2.523,7090.2065
3070,3071,Residential - Single/Duplex (Elec Heat),SI,0.0,13.214,67600.55
3072,3073,Residential - Row Houses Units (Elec Heat),LM,0.0,6.42,22007.049
3073,3074,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,2.06,6511.724
3074,3075,Residential - Single/Duplex (Elec Heat),LM,0.269,8.799,30483.61
3079,3080,Residential - Row Houses Units (Elec Heat),VI,0.0,6.671,15388.458
3080,3081,Residential - Mobile (Elec Heat),VI,0.0,9.637,22411.648
3086,3087,Residential - Single/Duplex (Elec Heat),LM,0.066,7.845,21200.725
3088,3089,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,7.293,7799.361
3091,3092,Residential - Row Houses Units (Elec Heat),VI,0.097,9.079,28987.46
3092,3093,Residential - Mobile (Elec Heat),VI,0.0,7.582,28747.725
3102,3103,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,2.937,5452.0693
3103,3104,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,4.064,8358.002
3107,3108,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,4.368,6167.0576
3113,3114,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,5.289,9356.733
3120,3121,Residential - Single/Duplex (Elec Heat),VI,0.0,10.295,40094.54
3124,3125,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,6.736,11529.752
3125,3126,Residential - Single/Duplex (Elec Heat),N,0.0,11.908,46614.484
3130,3131,Residential - Single/Duplex (Elec Heat),SI,0.175,6.787,20462.314
3133,3134,Residential - Low-Rise Apt Suites (Elec Heat),VI,0.064,6.747,12161.725
3134,3135,Residential - Single/Duplex (Elec Heat),SI,0.0,8.846,54611.08
3136,3137,Residential - Single/Duplex (Elec Heat),LM,0.0,9.497,33026.746
3138,3139,Residential - Single/Duplex (Elec Heat),VI,0.0,7.949,21281.742
3144,3145,Residential - Low-Rise Apt Suites (Elec Heat),VI,0.003,2.816,6522.4204
3146,3147,Residential - Single/Duplex (Elec Heat),VI,0.0,4.349,3001.4246
3147,3148,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,6.151,17980.463
3151,3152,Residential - High-Rise Apt Suites (Elec Heat),LM,0.058,4.857,13284.436
3153,3154,Residential - Single/Duplex (Elec Heat),VI,0.0,10.229,26329.807
3154,3155,Residential - High-Rise Apt Suites (Elec Heat),LM,0.089,6.099,15577.113
3158,3159,Residential - Row Houses Units (Elec Heat),SI,0.166,11.509,37430.4
3165,3166,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,4.709,7833.367
3166,3167,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,5.885,9688.81
3169,3170,Residential - Low-Rise Apt Suites (Elec Heat),VI,0.061,4.216,6737.6025
3170,3171,Residential - Low-Rise Apt Suites (Elec Heat),VI,0.007,6.187,13222.297
3171,3172,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,0.751,6018.203
3174,3175,Residential - Single/Duplex (Elec Heat),N,0.0,8.669,27951.293
3175,3176,Residential - Single/Duplex (Elec Heat),VI,0.0,12.915,31299.002
3184,3185,Residential - Mobile (Elec Heat),VI,0.0,9.144,37731.902
3186,3187,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,4.829,15204.898
3190,3191,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,5.55,7441.8843
3191,3192,Residential - Single/Duplex (Elec Heat),VI,0.0,13.071,41835.61
3195,3196,Residential - Row Houses Units (Elec Heat),LM,0.0,9.491,27035.553
3198,3199,Residential - High-Rise Apt Suites (Elec Heat),LM,0.014,3.791,8117.3735
3199,3200,Residential - Single/Duplex (Elec Heat),LM,0.0,10.342,41576.992
3206,3207,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,1.564,2862.661
3209,3210,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,4.94,9999.989
3211,3212,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.078,4.676,4914.1333
3213,3214,Residential - Single/Duplex (Elec Heat),SI,0.0,3.39,7313.7314
3220,3221,Residential - Row Houses Units (Elec Heat),VI,0.116,6.863,20657.229
3224,3225,Residential - High-Rise Apt Suites (Elec Heat),LM,0.075,3.182,5939.338
3233,3234,Residential - Single/Duplex (Elec Heat),LM,0.339,9.733,32355.768
3234,3235,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,3.977,6786.4185
3239,3240,Residential - Low-Rise Apt Suites (Elec Heat),VI,0.024,4.42,9986.799
3240,3241,Residential - Single/Duplex (Elec Heat),VI,0.0,13.189,30349.535
3244,3245,Residential - Mobile (Elec Heat),VI,0.035,11.868,23599.998
3245,3246,Residential - Low-Rise Apt Suites (Elec Heat),VI,0.0,4.521,11159.91
3246,3247,Residential - Single/Duplex (Elec Heat),VI,0.0,11.438,49206.867
3255,3256,Residential - Single/Duplex (Elec Heat),VI,0.0,5.899,27279.07
3257,3258,Residential - Single/Duplex (Elec Heat),LM,0.214,11.047,38001.664
3263,3264,Residential - Low-Rise Apt Suites (Elec Heat),SI,0.0,5.044,6687.2905
3266,3267,Residential - Mobile (Elec Heat),N,0.0,11.381,24632.338
3267,3268,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,4.224,6778.8936
3271,3272,Residential - Single/Duplex (Elec Heat),SI,0.141,13.591,38553.04
3275,3276,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,7.521,15183.409
3276,3277,Residential - Single/Duplex (Elec Heat),LM,0.395,6.041,24091.281
3277,3278,Residential - High-Rise Apt Suites (Elec Heat),LM,0.006,4.682,3321.4185
3282,3283,Residential - Single/Duplex (Elec Heat),VI,0.0,10.266,16636.438
3284,3285,Residential - Row Houses Units (Elec Heat),LM,0.0,9.865,24372.725
3285,3286,Residential - Row Houses Units (Elec Heat),LM,0.0,8.169,30533.707
3290,3291,Residential - Single/Duplex (Elec Heat),VI,0.0,8.524,21184.088
3292,3293,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,7.403,3891.499
3294,3295,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,7.086,9804.839
3295,3296,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,7.061,8258.52
3298,3299,Residential - Mobile (Elec Heat),SI,0.0,8.751,31508.488
3299,3300,Residential - Single/Duplex (Elec Heat),VI,0.0,14.38,28458.88
3301,3302,Residential - Single/Duplex (Elec Heat),LM,0.0,8.93,21923.666
3304,3305,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,9.392,32090.752
3307,3308,Residential - Single/Duplex (Elec Heat),LM,0.441,11.405,48738.098
3308,3309,Residential - Low-Rise Apt Suites (Elec Heat),VI,0.0,5.749,10209.369
3310,3311,Residential - Single/Duplex (Elec Heat),SI,0.0,14.745,38192.594
3311,3312,Residential - Row Houses Units (Elec Heat),LM,0.237,7.118,17485.984
3312,3313,Residential - Single/Duplex (Elec Heat),VI,0.291,10.469,37411.344
3313,3314,Residential - Low-Rise Apt Suites (Elec Heat),VI,0.026,7.809,12514.596
3317,3318,Residential - Single/Duplex (Elec Heat),VI,0.111,8.309,17747.352
3318,3319,Residential - High-Rise Apt Suites (Elec Heat),N,0.0,3.493,7985.918
3320,3321,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.058,4.977,16263.809
3322,3323,Residential - Single/Duplex (Elec Heat),LM,0.0,10.019,11721.373
3323,3324,Residential - Single/Duplex (Elec Heat),LM,0.0,8.206,28675.7
3328,3329,Residential - Low-Rise Apt Suites (Elec Heat),VI,0.096,4.763,11732.801
3331,3332,Residential - Single/Duplex (Elec Heat),VI,0.361,12.399,42857.91
3332,3333,Residential - Mobile (Elec Heat),SI,0.0,10.659,34113.504
3333,3334,Residential - Mobile (Elec Heat),LM,0.0,11.282,33519.4
3337,3338,Residential - Single/Duplex (Elec Heat),LM,0.0,8.474,43354.25
3340,3341,Residential - Mobile (Elec Heat),VI,0.0,8.023,26936.752
3342,3343,Residential - Single/Duplex (Elec Heat),N,0.0,13.971,55134.566
3343,3344,Residential - Single/Duplex (Elec Heat),VI,0.271,10.402,30920.926
3344,3345,Residential - Single/Duplex (Elec Heat),LM,0.299,5.751,21208.346
3345,3346,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,2.313,2857.7773
3346,3347,Residential - Single/Duplex (Elec Heat),SI,0.0,10.089,37281.105
3347,3348,Residential - Single/Duplex (Elec Heat),VI,0.0,14.41,51528.805
3350,3351,Residential - Mobile (Elec Heat),LM,0.0,5.541,7920.8037
3351,3352,Residential - Row Houses Units (Elec Heat),VI,0.0,7.64,26534.426
3354,3355,Residential - Single/Duplex (Elec Heat),LM,0.0,11.466,35270.406
3355,3356,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,6.578,29197.62
3356,3357,Residential - Single/Duplex (Elec Heat),SI,0.0,7.806,26389.83
3362,3363,Residential - Row Houses Units (Elec Heat),SI,0.0,12.098,21431.877
3365,3366,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,4.46,8054.359
3366,3367,Residential - Single/Duplex (Elec Heat),VI,0.0,11.22,35214.08
3367,3368,Residential - Row Houses Units (Elec Heat),LM,0.0,8.518,21751.36
3369,3370,Residential - Low-Rise Apt Suites (Elec Heat),VI,0.0,7.035,7692.658
3371,3372,Residential - Single/Duplex (Elec Heat),VI,0.113,8.5,21065.543
3376,3377,Residential - Row Houses Units (Elec Heat),VI,0.048,2.691,7845.4375
3378,3379,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.073,4.583,18980.945
3380,3381,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,5.732,8365.425
3381,3382,Residential - Single/Duplex (Elec Heat),VI,0.0,9.459,21682.588
3383,3384,Residential - Row Houses Units (Elec Heat),VI,0.0,9.374,23753.3
3385,3386,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,3.522,7605.9424
3387,3388,Residential - Single/Duplex (Elec Heat),SI,0.0,12.206,6011.562
3390,3391,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,2.557,2848.9546
3391,3392,Residential - Single/Duplex (Elec Heat),LM,0.165,13.502,44511.38
3394,3395,Residential - Single/Duplex (Elec Heat),LM,0.0,11.674,54579.137
3395,3396,Residential - Low-Rise Apt Suites (Elec Heat),VI,0.063,3.754,6990.6265
3400,3401,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,4.694,7721.0386
3404,3405,Residential - Row Houses Units (Elec Heat),VI,0.0,10.455,8208.445
3407,3408,Residential - Row Houses Units (Elec Heat),VI,0.0,0.985,15.245
3408,3409,Residential - Single/Duplex (Elec Heat),LM,0.126,10.597,28859.686
3409,3410,Residential - Single/Duplex (Elec Heat),VI,0.0,13.606,49500.08
3411,3412,Residential - Single/Duplex (Elec Heat),LM,0.256,7.513,18971.975
3412,3413,Residential - Low-Rise Apt Suites (Elec Heat),VI,0.0,7.428,16078.69
3415,3416,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,4.584,4710.0835
3417,3418,Residential - Single/Duplex (Elec Heat),VI,0.211,8.19,17180.879
3423,3424,Residential - Single/Duplex (Elec Heat),SI,0.0,8.71,4088.1567
3426,3427,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,3.783,4218.2637
3432,3433,Residential - High-Rise Apt Suites (Elec Heat),LM,0.094,5.422,12812.742
3435,3436,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,6.347,13528.608
3436,3437,Residential - Single/Duplex (Elec Heat),LM,0.0,8.032,29708.742
3437,3438,Residential - High-Rise Apt Suites (Elec Heat),LM,0.054,5.011,12795.633
3438,3439,Residential - High-Rise Apt Suites (Elec Heat),N,0.0,3.622,11346.858
3440,3441,Residential - Row Houses Units (Elec Heat),LM,0.122,7.789,27506.21
3441,3442,Residential - Row Houses Units (Elec Heat),VI,0.301,9.06,28962.398
3443,3444,Residential - Single/Duplex (Elec Heat),LM,0.555,13.655,54196.48
3447,3448,Residential - Single/Duplex (Elec Heat),VI,0.149,12.596,24385.31
3452,3453,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,5.676,6865.5283
3454,3455,Residential - Row Houses Units (Elec Heat),LM,0.047,7.165,21002.854
3455,3456,Residential - Row Houses Units (Elec Heat),LM,0.0,6.451,11831.349
3457,3458,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.058,6.211,11819.865
3459,3460,Residential - Mobile (Elec Heat),LM,0.0,8.62,37603.523
3460,3461,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.094,4.605,5714.597
3463,3464,Residential - Row Houses Units (Elec Heat),N,0.0,6.751,12959.347
3466,3467,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,5.228,9043.495
3467,3468,Residential - Low-Rise Apt Suites (Elec Heat),VI,0.0,4.204,13801.295
3471,3472,Residential - Single/Duplex (Elec Heat),VI,0.0,8.106,21009.729
3472,3473,Residential - Row Houses Units (Elec Heat),N,0.187,6.81,23956.543
3473,3474,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,6.995,13575.158
3477,3478,Residential - Row Houses Units (Elec Heat),VI,0.054,7.099,15392.428
3479,3480,Residential - Single/Duplex (Elec Heat),VI,0.279,11.773,31271.02
3481,3482,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,3.644,5867.594
3482,3483,Residential - Single/Duplex (Elec Heat),LM,0.0,13.555,22530.736
3484,3485,Residential - Single/Duplex (Elec Heat),LM,0.0,10.134,26522.406
3485,3486,Residential - Single/Duplex (Elec Heat),VI,0.0,13.036,50871.656
3487,3488,Residential - Single/Duplex (Elec Heat),LM,0.0,9.972,50082.305
3489,3490,Residential - Single/Duplex (Elec Heat),LM,0.348,12.821,43637.29
3495,3496,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.057,4.181,10734.248
3496,3497,Residential - Low-Rise Apt Suites (Elec Heat),N,0.0,4.344,7815.2266
3497,3498,Residential - Single/Duplex (Elec Heat),VI,0.0,8.857,24800.1
3500,3501,Residential - Row Houses Units (Elec Heat),LM,0.0,8.246,23484.547
3502,3503,Residential - Single/Duplex (Elec Heat),VI,0.0,7.911,30233.334
3505,3506,Residential - Mobile (Elec Heat),N,0.0,10.51,22056.566
3513,3514,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,7.487,15877.202
3515,3516,Residential - Single/Duplex (Elec Heat),VI,0.0,10.403,33739.242
3516,3517,Residential - High-Rise Apt Suites (Elec Heat),LM,0.033,4.468,9649.242
3517,3518,Residential - Row Houses Units (Elec Heat),LM,0.0,9.949,28369.137
3518,3519,Residential - High-Rise Apt Suites (Elec Heat),LM,0.057,4.755,9268.331
3520,3521,Residential - Row Houses Units (Elec Heat),LM,0.0,4.356,12812.585
3522,3523,Residential - Low-Rise Apt Suites (Elec Heat),VI,0.0,3.008,9618.8125
3528,3529,Residential - Single/Duplex (Elec Heat),LM,0.006,5.206,9299.323
3535,3536,Residential - Single/Duplex (Elec Heat),VI,0.0,12.255,23997.016
3539,3540,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,4.259,4735.5503
3542,3543,Residential - Low-Rise Apt Suites (Elec Heat),VI,0.04,8.165,11153.822
3551,3552,Residential - Low-Rise Apt Suites (Elec Heat),VI,0.068,4.303,7896.814
3552,3553,Residential - Single/Duplex (Elec Heat),LM,0.0,5.271,21799.492
3555,3556,Residential - Row Houses Units (Elec Heat),LM,0.0,9.01,31545.469
3562,3563,Residential - Single/Duplex (Elec Heat),VI,0.082,10.889,36798.305
3564,3565,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,5.517,10826.679
3565,3566,Residential - Single/Duplex (Elec Heat),SI,0.0,10.161,40234.695
3567,3568,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,4.358,8617.444
3569,3570,Residential - Row Houses Units (Elec Heat),LM,0.0,8.36,21204.227
3571,3572,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.217,7.446,20830.29
3574,3575,Residential - Mobile (Elec Heat),LM,0.19,7.583,18513.383
3577,3578,Residential - Low-Rise Apt Suites (Elec Heat),SI,0.009,4.881,11132.749
3578,3579,Residential - High-Rise Apt Suites (Elec Heat),LM,0.078,3.943,4360.4316
3580,3581,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,4.998,10880.805
3582,3583,Residential - Single/Duplex (Elec Heat),LM,0.0,9.302,12829.782
3584,3585,Residential - Single/Duplex (Elec Heat),VI,0.0,12.13,31988.207
3585,3586,Residential - Row Houses Units (Elec Heat),LM,0.065,6.519,28302.557
3589,3590,Residential - Single/Duplex (Elec Heat),VI,0.0,12.83,43328.855
3592,3593,Residential - Single/Duplex (Elec Heat),VI,0.0,9.689,15721.154
3594,3595,Residential - Row Houses Units (Elec Heat),LM,0.044,5.764,12129.034
3602,3603,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.045,1.728,1578.4254
3610,3611,Residential - Single/Duplex (Elec Heat),VI,0.352,10.853,45194.332
3611,3612,Residential - Single/Duplex (Elec Heat),LM,0.0,10.03,35329.17
3614,3615,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,2.959,9956.283
3615,3616,Residential - High-Rise Apt Suites (Elec Heat),LM,0.03,3.918,7346.438
3617,3618,Residential - Single/Duplex (Elec Heat),LM,0.229,9.304,26122.633
3619,3620,Residential - Single/Duplex (Elec Heat),VI,0.0,11.495,22890.799
3624,3625,Residential - High-Rise Apt Suites (Elec Heat),VI,0.062,3.918,7642.3213
3625,3626,Residential - Row Houses Units (Elec Heat),LM,0.007,8.405,16395.537
3628,3629,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.048,5.157,6410.2983
3631,3632,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,4.973,7545.274
3636,3637,Residential - Single/Duplex (Elec Heat),VI,0.0,10.023,30176.545
3637,3638,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.038,5.799,16614.357
3638,3639,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,3.268,9559.352
3641,3642,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.132,4.995,12005.772
3652,3653,Residential - Single/Duplex (Elec Heat),VI,0.277,7.325,23272.58
3654,3655,Residential - Single/Duplex (Elec Heat),VI,0.069,10.339,28558.41
3655,3656,Residential - Single/Duplex (Elec Heat),LM,0.0,10.001,25897.844
3660,3661,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.008,5.007,6909.589
3661,3662,Residential - High-Rise Apt Suites (Elec Heat),SI,0.0,7.541,15634.246
3663,3664,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,5.804,11575.957
3664,3665,Residential - Single/Duplex (Elec Heat),LM,0.0,10.411,31306.76
3665,3666,Residential - Single/Duplex (Elec Heat),SI,0.479,8.648,31552.004
3669,3670,Residential - Single/Duplex (Elec Heat),LM,0.0,10.026,26124.812
3670,3671,Residential - High-Rise Apt Suites (Elec Heat),VI,0.01,3.335,1208.2566
3672,3673,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.03,4.837,6023.009
3674,3675,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,7.984,22136.734
3682,3683,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.288,5.318,15284.809
3683,3684,Residential - Low-Rise Apt Suites (Elec Heat),VI,0.04,3.643,2830.474
3688,3689,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,3.853,2286.7744
3689,3690,Residential - High-Rise Apt Suites (Elec Heat),LM,0.11,6.159,10767.62
3690,3691,Residential - Single/Duplex (Elec Heat),N,0.0,8.018,26745.82
3692,3693,Residential - Row Houses Units (Elec Heat),VI,0.0,6.278,18053.58
3698,3699,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,8.252,31450.22
3699,3700,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,6.994,9466.684
3709,3710,Residential - Single/Duplex (Elec Heat),LM,0.023,13.732,39607.016
3711,3712,Residential - Row Houses Units (Elec Heat),LM,0.139,11.385,32595.168
3716,3717,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,1.698,5728.2803
3717,3718,Residential - Single/Duplex (Elec Heat),SI,0.0,8.925,35182.164
3720,3721,Residential - Single/Duplex (Elec Heat),VI,0.0,11.229,20126.883
